Zip,City,State,Region,District
32250,"Jacksonville Beach, FL",FL,East,District #12
32254,"Jacksonville, FL",FL,East,District #12
32255,"Jacksonville, FL",FL,East,District #12
32256,"Jacksonville, FL",FL,East,District #12
32257,"Jacksonville, FL",FL,East,District #12
32258,"Jacksonville, FL",FL,East,District #12
32259,"Saint Johns, FL",FL,East,District #12
32260,"Jacksonville, FL",FL,East,District #12
32266,"Neptune Beach, FL",FL,East,District #12
32267,"Jacksonville, FL",FL,East,District #12
32277,"Jacksonville, FL",FL,East,District #12
32290,"Jacksonville, FL",FL,East,District #12
32301,"Tallahassee, FL",FL,East,District #12
32302,"Tallahassee, FL",FL,East,District #12
32303,"Tallahassee, FL",FL,East,District #12
32304,"Tallahassee, FL",FL,East,District #12
32305,"Tallahassee, FL",FL,East,District #12
32306,"Tallahassee, FL",FL,East,District #12
32307,"Tallahassee, FL",FL,East,District #12
32308,"Tallahassee, FL",FL,East,District #12
32309,"Tallahassee, FL",FL,East,District #12
32310,"Tallahassee, FL",FL,East,District #12
32311,"Tallahassee, FL",FL,East,District #12
32312,"Tallahassee, FL",FL,East,District #12
32313,"Tallahassee, FL",FL,East,District #12
32314,"Tallahassee, FL",FL,East,District #12
32315,"Tallahassee, FL",FL,East,District #12
32316,"Tallahassee, FL",FL,East,District #12
32317,"Tallahassee, FL",FL,East,District #12
32318,"Tallahassee, FL",FL,East,District #12
32321,"Bristol, FL",FL,East,District #12
32322,"Carrabelle, FL",FL,East,District #12
32323,"Lanark Village, FL",FL,East,District #12
32324,"Chattahoochee, FL",FL,East,District #12
32326,"Crawfordville, FL",FL,East,District #12
32327,"Crawfordville, FL",FL,East,District #12
32328,"Eastpoint, FL",FL,East,District #12
32330,"Greensboro, FL",FL,East,District #12
32331,"Greenville, FL",FL,East,District #12
32332,"Gretna, FL",FL,East,District #12
32333,"Havana, FL",FL,East,District #12
32334,"Hosford, FL",FL,East,District #12
32336,"Lamont, FL",FL,East,District #12
32337,"Lloyd, FL",FL,East,District #12
32340,"Madison, FL",FL,East,District #12
32341,"Madison, FL",FL,East,District #12
32343,"Midway, FL",FL,East,District #12
32344,"Monticello, FL",FL,East,District #12
32345,"Monticello, FL",FL,East,District #12
32346,"Panacea, FL",FL,East,District #12
32347,"Perry, FL",FL,East,District #12
32348,"Perry, FL",FL,East,District #12
32350,"Pinetta, FL",FL,East,District #12
32351,"Quincy, FL",FL,East,District #12
32352,"Quincy, FL",FL,East,District #12
32353,"Quincy, FL",FL,East,District #12
32355,"Saint Marks, FL",FL,East,District #12
32356,"Salem, FL",FL,East,District #12
32357,"Shady Grove, FL",FL,East,District #12
32358,"Sopchoppy, FL",FL,East,District #12
32359,"Steinhatchee, FL",FL,East,District #12
32360,"Telogia, FL",FL,East,District #12
32361,"Wacissa, FL",FL,East,District #12
32362,"Woodville, FL",FL,East,District #12
32395,"Tallahassee, FL",FL,East,District #12
32399,"Tallahassee, FL",FL,East,District #12
32424,"Blountstown, FL",FL,East,District #12
32601,"Gainesville, FL",FL,East,District #12
32602,"Gainesville, FL",FL,East,District #12
32603,"Gainesville, FL",FL,East,District #12
32604,"Gainesville, FL",FL,East,District #12
32605,"Gainesville, FL",FL,East,District #12
32606,"Gainesville, FL",FL,East,District #12
32607,"Gainesville, FL",FL,East,District #12
32608,"Gainesville, FL",FL,East,District #12
32609,"Gainesville, FL",FL,East,District #12
32610,"Gainesville, FL",FL,East,District #12
32611,"Gainesville, FL",FL,East,District #12
32612,"Gainesville, FL",FL,East,District #12
32614,"Gainesville, FL",FL,East,District #12
32615,"Alachua, FL",FL,East,District #12
32616,"Alachua, FL",FL,East,District #12
32617,"Anthony, FL",FL,East,District #12
32618,"Archer, FL",FL,East,District #12
32619,"Bell, FL",FL,East,District #12
32621,"Bronson, FL",FL,East,District #12
32622,"Brooker, FL",FL,East,District #12
32625,"Cedar Key, FL",FL,East,District #12
32626,"Chiefland, FL",FL,East,District #12
32627,"Gainesville, FL",FL,East,District #12
32628,"Cross City, FL",FL,East,District #12
32631,"Earleton, FL",FL,East,District #12
32633,"Evinston, FL",FL,East,District #12
32634,"Fairfield, FL",FL,East,District #12
32635,"Gainesville, FL",FL,East,District #12
32639,"Gulf Hammock, FL",FL,East,District #12
32640,"Hawthorne, FL",FL,East,District #12
32641,"Gainesville, FL",FL,East,District #12
32643,"High Springs, FL",FL,East,District #12
32644,"Chiefland, FL",FL,East,District #12
32648,"Horseshoe Beach, FL",FL,East,District #12
32653,"Gainesville, FL",FL,East,District #12
32654,"Island Grove, FL",FL,East,District #12
32655,"High Springs, FL",FL,East,District #12
32656,"Keystone Heights, FL",FL,East,District #12
32658,"La Crosse, FL",FL,East,District #12
32662,"Lochloosa, FL",FL,East,District #12
32663,"Lowell, FL",FL,East,District #12
32664,"Mc Intosh, FL",FL,East,District #12
32666,"Melrose, FL",FL,East,District #12
32667,"Micanopy, FL",FL,East,District #12
32668,"Morriston, FL",FL,East,District #12
32669,"Newberry, FL",FL,East,District #12
32680,"Old Town, FL",FL,East,District #12
32681,"Orange Lake, FL",FL,East,District #12
32683,"Otter Creek, FL",FL,East,District #12
32686,"Reddick, FL",FL,East,District #12
32692,"Suwannee, FL",FL,East,District #12
32693,"Trenton, FL",FL,East,District #12
32694,"Waldo, FL",FL,East,District #12
32696,"Williston, FL",FL,East,District #12
32697,"Worthington Springs, FL",FL,East,District #12
32701,"Altamonte Springs, FL",FL,East,District #12
32702,"Altoona, FL",FL,East,District #12
32703,"Apopka, FL",FL,East,District #12
32704,"Apopka, FL",FL,East,District #12
32706,"Cassadaga, FL",FL,East,District #12
32707,"Casselberry, FL",FL,East,District #12
32708,"Winter Springs, FL",FL,East,District #12
32709,"Christmas, FL",FL,East,District #12
32710,"Clarcona, FL",FL,East,District #12
32712,"Apopka, FL",FL,East,District #12
32713,"Debary, FL",FL,East,District #12
32714,"Altamonte Springs, FL",FL,East,District #12
32715,"Altamonte Springs, FL",FL,East,District #12
32716,"Altamonte Springs, FL",FL,East,District #12
32718,"Casselberry, FL",FL,East,District #12
32719,"Winter Springs, FL",FL,East,District #12
32720,"Deland, FL",FL,East,District #12
32721,"Deland, FL",FL,East,District #12
32722,"Glenwood, FL",FL,East,District #12
32723,"Deland, FL",FL,East,District #12
32724,"Deland, FL",FL,East,District #12
32725,"Deltona, FL",FL,East,District #12
32726,"Eustis, FL",FL,East,District #12
32727,"Eustis, FL",FL,East,District #12
32728,"Deltona, FL",FL,East,District #12
32730,"Casselberry, FL",FL,East,District #12
32732,"Geneva, FL",FL,East,District #12
32733,"Goldenrod, FL",FL,East,District #12
32735,"Grand Island, FL",FL,East,District #12
32736,"Eustis, FL",FL,East,District #12
32738,"Deltona, FL",FL,East,District #12
32739,"Deltona, FL",FL,East,District #12
32744,"Lake Helen, FL",FL,East,District #12
32745,"Mid Florida, FL",FL,East,District #12
32746,"Lake Mary, FL",FL,East,District #12
32747,"Lake Monroe, FL",FL,East,District #12
32750,"Longwood, FL",FL,East,District #12
32751,"Maitland, FL",FL,East,District #12
32752,"Longwood, FL",FL,East,District #12
32753,"Debary, FL",FL,East,District #12
32754,"Mims, FL",FL,East,District #12
32756,"Mount Dora, FL",FL,East,District #12
32757,"Mount Dora, FL",FL,East,District #12
32759,"Oak Hill, FL",FL,East,District #12
32762,"Oviedo, FL",FL,East,District #12
32763,"Orange City, FL",FL,East,District #12
32764,"Osteen, FL",FL,East,District #12
32765,"Oviedo, FL",FL,East,District #12
32766,"Oviedo, FL",FL,East,District #12
32767,"Paisley, FL",FL,East,District #12
32768,"Plymouth, FL",FL,East,District #12
32771,"Sanford, FL",FL,East,District #12
32772,"Sanford, FL",FL,East,District #12
32773,"Sanford, FL",FL,East,District #12
32774,"Orange City, FL",FL,East,District #12
32775,"Scottsmoor, FL",FL,East,District #12
32776,"Sorrento, FL",FL,East,District #12
32777,"Tangerine, FL",FL,East,District #12
32778,"Tavares, FL",FL,East,District #12
32779,"Longwood, FL",FL,East,District #12
32784,"Umatilla, FL",FL,East,District #12
32789,"Winter Park, FL",FL,East,District #12
32790,"Winter Park, FL",FL,East,District #12
32791,"Longwood, FL",FL,East,District #12
32792,"Winter Park, FL",FL,East,District #12
32793,"Winter Park, FL",FL,East,District #12
32794,"Maitland, FL",FL,East,District #12
32795,"Lake Mary, FL",FL,East,District #12
32796,"Titusville, FL",FL,East,District #12
32798,"Zellwood, FL",FL,East,District #12
32799,"Mid Florida, FL",FL,East,District #12
32801,"Orlando, FL",FL,East,District #12
32802,"Orlando, FL",FL,East,District #12
32803,"Orlando, FL",FL,East,District #12
32804,"Orlando, FL",FL,East,District #12
32805,"Orlando, FL",FL,East,District #12
32806,"Orlando, FL",FL,East,District #12
32807,"Orlando, FL",FL,East,District #12
32808,"Orlando, FL",FL,East,District #12
32809,"Orlando, FL",FL,East,District #12
32810,"Orlando, FL",FL,East,District #12
32811,"Orlando, FL",FL,East,District #12
32812,"Orlando, FL",FL,East,District #12
32814,"Orlando, FL",FL,East,District #12
32815,"Orlando, FL",FL,East,District #12
32816,"Orlando, FL",FL,East,District #12
32817,"Orlando, FL",FL,East,District #12
32818,"Orlando, FL",FL,East,District #12
32819,"Orlando, FL",FL,East,District #12
32820,"Orlando, FL",FL,East,District #12
32821,"Orlando, FL",FL,East,District #12
32822,"Orlando, FL",FL,East,District #12
32824,"Orlando, FL",FL,East,District #12
32825,"Orlando, FL",FL,East,District #12
32826,"Orlando, FL",FL,East,District #12
32827,"Orlando, FL",FL,East,District #12
32828,"Orlando, FL",FL,East,District #12
32829,"Orlando, FL",FL,East,District #12
32830,"Orlando, FL",FL,East,District #12
32831,"Orlando, FL",FL,East,District #12
32832,"Orlando, FL",FL,East,District #12
32833,"Orlando, FL",FL,East,District #12
32834,"Orlando, FL",FL,East,District #12
32835,"Orlando, FL",FL,East,District #12
32836,"Orlando, FL",FL,East,District #12
32837,"Orlando, FL",FL,East,District #12
32839,"Orlando, FL",FL,East,District #12
32853,"Orlando, FL",FL,East,District #12
32854,"Orlando, FL",FL,East,District #12
32855,"Orlando, FL",FL,East,District #12
32856,"Orlando, FL",FL,East,District #12
32857,"Orlando, FL",FL,East,District #12
32858,"Orlando, FL",FL,East,District #12
32859,"Orlando, FL",FL,East,District #12
32860,"Orlando, FL",FL,East,District #12
32861,"Orlando, FL",FL,East,District #12
32862,"Orlando, FL",FL,East,District #12
32867,"Orlando, FL",FL,East,District #12
32868,"Orlando, FL",FL,East,District #12
32869,"Orlando, FL",FL,East,District #12
32872,"Orlando, FL",FL,East,District #12
32877,"Orlando, FL",FL,East,District #12
32878,"Orlando, FL",FL,East,District #12
32885,"Orlando, FL",FL,East,District #12
32886,"Orlando, FL",FL,East,District #12
32887,"Orlando, FL",FL,East,District #12
32891,"Orlando, FL",FL,East,District #12
32893,"Orlando, FL",FL,East,District #12
32896,"Orlando, FL",FL,East,District #12
32897,"Orlando, FL",FL,East,District #12
32898,"Orlando, FL",FL,East,District #12
32899,"Orlando, FL",FL,East,District #12
33513,"Bushnell, FL",FL,East,District #12
33514,"Center Hill, FL",FL,East,District #12
33521,"Coleman, FL",FL,East,District #12
33538,"Lake Panasoffkee, FL",FL,East,District #12
33585,"Sumterville, FL",FL,East,District #12
33597,"Webster, FL",FL,East,District #12
33848,"Intercession City, FL",FL,East,District #12
33896,"Davenport, FL",FL,East,District #12
33897,"Davenport, FL",FL,East,District #12
34420,"Belleview, FL",FL,East,District #12
34421,"Belleview, FL",FL,East,District #12
34423,"Crystal River, FL",FL,East,District #12
34428,"Crystal River, FL",FL,East,District #12
34429,"Crystal River, FL",FL,East,District #12
34430,"Dunnellon, FL",FL,East,District #12
34431,"Dunnellon, FL",FL,East,District #12
34432,"Dunnellon, FL",FL,East,District #12
34433,"Dunnellon, FL",FL,East,District #12
34434,"Dunnellon, FL",FL,East,District #12
34436,"Floral City, FL",FL,East,District #12
34441,"Hernando, FL",FL,East,District #12
34442,"Hernando, FL",FL,East,District #12
34445,"Holder, FL",FL,East,District #12
34446,"Homosassa, FL",FL,East,District #12
34447,"Homosassa Springs, FL",FL,East,District #12
34448,"Homosassa, FL",FL,East,District #12
34449,"Inglis, FL",FL,East,District #12
34450,"Inverness, FL",FL,East,District #12
34451,"Inverness, FL",FL,East,District #12
34452,"Inverness, FL",FL,East,District #12
34453,"Inverness, FL",FL,East,District #12
34460,"Lecanto, FL",FL,East,District #12
34461,"Lecanto, FL",FL,East,District #12
34464,"Beverly Hills, FL",FL,East,District #12
34465,"Beverly Hills, FL",FL,East,District #12
34470,"Ocala, FL",FL,East,District #12
34471,"Ocala, FL",FL,East,District #12
34472,"Ocala, FL",FL,East,District #12
34473,"Ocala, FL",FL,East,District #12
34474,"Ocala, FL",FL,East,District #12
34475,"Ocala, FL",FL,East,District #12
34476,"Ocala, FL",FL,East,District #12
34477,"Ocala, FL",FL,East,District #12
34478,"Ocala, FL",FL,East,District #12
34479,"Ocala, FL",FL,East,District #12
34480,"Ocala, FL",FL,East,District #12
34481,"Ocala, FL",FL,East,District #12
34482,"Ocala, FL",FL,East,District #12
34483,"Ocala, FL",FL,East,District #12
34484,"Oxford, FL",FL,East,District #12
34487,"Homosassa, FL",FL,East,District #12
34488,"Silver Springs, FL",FL,East,District #12
34489,"Silver Springs, FL",FL,East,District #12
34491,"Summerfield, FL",FL,East,District #12
34492,"Summerfield, FL",FL,East,District #12
34498,"Yankeetown, FL",FL,East,District #12
34601,"Brooksville, FL",FL,East,District #12
34602,"Brooksville, FL",FL,East,District #12
34603,"Brooksville, FL",FL,East,District #12
34604,"Brooksville, FL",FL,East,District #12
34605,"Brooksville, FL",FL,East,District #12
34607,"Spring Hill, FL",FL,East,District #12
34608,"Spring Hill, FL",FL,East,District #12
34609,"Spring Hill, FL",FL,East,District #12
34613,"Brooksville, FL",FL,East,District #12
34614,"Brooksville, FL",FL,East,District #12
34636,"Istachatta, FL",FL,East,District #12
34661,"Nobleton, FL",FL,East,District #12
34705,"Astatula, FL",FL,East,District #12
34711,"Clermont, FL",FL,East,District #12
34712,"Clermont, FL",FL,East,District #12
34713,"Clermont, FL",FL,East,District #12
34714,"Clermont, FL",FL,East,District #12
34715,"Clermont, FL",FL,East,District #12
34729,"Ferndale, FL",FL,East,District #12
34731,"Fruitland Park, FL",FL,East,District #12
34734,"Gotha, FL",FL,East,District #12
34736,"Groveland, FL",FL,East,District #12
34737,"Howey in The Hills, FL",FL,East,District #12
34740,"Killarney, FL",FL,East,District #12
34741,"Kissimmee, FL",FL,East,District #12
34742,"Kissimmee, FL",FL,East,District #12
34743,"Kissimmee, FL",FL,East,District #12
34744,"Kissimmee, FL",FL,East,District #12
34745,"Kissimmee, FL",FL,East,District #12
34746,"Kissimmee, FL",FL,East,District #12
34747,"Kissimmee, FL",FL,East,District #12
34748,"Leesburg, FL",FL,East,District #12
34749,"Leesburg, FL",FL,East,District #12
34753,"Mascotte, FL",FL,East,District #12
34755,"Minneola, FL",FL,East,District #12
34756,"Montverde, FL",FL,East,District #12
34758,"Kissimmee, FL",FL,East,District #12
34759,"Kissimmee, FL",FL,East,District #12
34760,"Oakland, FL",FL,East,District #12
34761,"Ocoee, FL",FL,East,District #12
34762,"Okahumpka, FL",FL,East,District #12
34769,"Saint Cloud, FL",FL,East,District #12
34770,"Saint Cloud, FL",FL,East,District #12
34771,"Saint Cloud, FL",FL,East,District #12
34772,"Saint Cloud, FL",FL,East,District #12
34777,"Winter Garden, FL",FL,East,District #12
34778,"Winter Garden, FL",FL,East,District #12
34785,"Wildwood, FL",FL,East,District #12
34786,"Windermere, FL",FL,East,District #12
34787,"Winter Garden, FL",FL,East,District #12
34788,"Leesburg, FL",FL,East,District #12
34789,"Leesburg, FL",FL,East,District #12
34797,"Yalaha, FL",FL,East,District #12
32320,"Apalachicola, FL",FL,East,District #09
32329,"Apalachicola, FL",FL,East,District #09
32335,"Sumatra, FL",FL,East,District #09
32401,"Panama City, FL",FL,East,District #09
32402,"Panama City, FL",FL,East,District #09
32403,"Panama City, FL",FL,East,District #09
32404,"Panama City, FL",FL,East,District #09
32405,"Panama City, FL",FL,East,District #09
32406,"Panama City, FL",FL,East,District #09
32407,"Panama City Beach, FL",FL,East,District #09
32408,"Panama City, FL",FL,East,District #09
32409,"Panama City, FL",FL,East,District #09
32410,"Mexico Beach, FL",FL,East,District #09
32411,"Panama City, FL",FL,East,District #09
32412,"Panama City, FL",FL,East,District #09
32413,"Panama City Beach, FL",FL,East,District #09
32417,"Panama City, FL",FL,East,District #09
32420,"Alford, FL",FL,East,District #09
32421,"Altha, FL",FL,East,District #09
32422,"Argyle, FL",FL,East,District #09
32423,"Bascom, FL",FL,East,District #09
32425,"Bonifay, FL",FL,East,District #09
32426,"Campbellton, FL",FL,East,District #09
32427,"Caryville, FL",FL,East,District #09
32428,"Chipley, FL",FL,East,District #09
32430,"Clarksville, FL",FL,East,District #09
32431,"Cottondale, FL",FL,East,District #09
32432,"Cypress, FL",FL,East,District #09
32433,"Defuniak Springs, FL",FL,East,District #09
32434,"Mossy Head, FL",FL,East,District #09
32435,"Defuniak Springs, FL",FL,East,District #09
32437,"Ebro, FL",FL,East,District #09
32438,"Fountain, FL",FL,East,District #09
32439,"Freeport, FL",FL,East,District #09
32440,"Graceville, FL",FL,East,District #09
32442,"Grand Ridge, FL",FL,East,District #09
32443,"Greenwood, FL",FL,East,District #09
32444,"Lynn Haven, FL",FL,East,District #09
32445,"Malone, FL",FL,East,District #09
32446,"Marianna, FL",FL,East,District #09
32447,"Marianna, FL",FL,East,District #09
32448,"Marianna, FL",FL,East,District #09
32449,"Wewahitchka, FL",FL,East,District #09
32452,"Noma, FL",FL,East,District #09
32455,"Ponce De Leon, FL",FL,East,District #09
32456,"Port Saint Joe, FL",FL,East,District #09
32457,"Port Saint Joe, FL",FL,East,District #09
